,Followinf Count,Followers Count,Total Tweets,Retweet Count,Tweet Text
352,51,117090,213224,0,"#BREAKING | After the #AamAadmiParty made a massive charge, saying that BJP has kidnapped their Surat candidate.

Now, #KanchanJariwala who is #AAP's candidate from Surat East has withdrawn his nomination. #GujaratElections https://t.co/Xicz8qU0nh"
353,1025,1936,314984,9,"#GujaratElections : Most political parties have announced their candidates for Saurastras’ Morbi seat in #Gujarat  Assembly elections, but none of them has started campaigning in Morbi, where 136 people died on October 30 in a bridge collapse.

@NewIndianXpress @TheMornStandard https://t.co/busAsKxbZu"
354,167,66829,441666,0,"Gujarat Chief Minister Bhupendra Patel visited and offered prayers at Trimandir Temple in Gandhinagar. (ANI)

#GujaratElections #GujaratElections2022 #AssemblyElections2022 #BhupendraPatel 

https://t.co/YDOSOQCb7s https://t.co/5TfmORWgVJ"
355,872,4335,112477,0,When it’s about business no one can beat Gujaratis. Everything from Party flags to hoarding available at single shop. #Surat #GujaratElections https://t.co/Sv6jJY0oen
356,538,211,8609,6,"A glimpse of reality check for @aimim_national!

Modi Modi slogans raised in @asadowaisi's meeting in Gujarat, people showed black flags to the @aimim_national President.

Power &amp; love for our Hon'ble PM Shri @narendramodi Ji in India is unmatchable!

#GujaratElections #Gujarat https://t.co/CRpI7Zh2iL"
357,45,4302922,625546,0,"Delhi | Our candidate from Surat (East) from Gujarat, Kanchan Jariwala has just been brought to Returning Officer's office. He was circled by over 500 policemen &amp; is now being pressured to take his nomination back: AAP leader Manish Sisodia

#GujaratElections 

(ANI) https://t.co/U8gzDZ2F5K"
358,133,29,189,0,"@TajinderBagga Thanks @Abhinav_Pan for this report! This is so sorry state of Gujarat! @BJP4India is this the Gujarat Model? Where is “Sabka saath, sabka vikas”? Disgusting! #GujaratElections"
359,120,63,12576,10,"On upon Time in #Gujarat
Viswa-Guru ki Kahani

Which Modi is it❓

The Modi family is steeped in corruption.... TOP to BOTTOM.

#Parivarvad 
#ModiDisasterForIndia
#GujaratElections https://t.co/3zNoznKTG9"
360,251,1032,3648,0,"Union Home Minister Amit Shah and Gujarat CM Bhupendra Patel hold roadshow in Ghatlodiya, Ahmedabad, ahead of nomination filing by Patel for upcoming Assembly elections (ANI)

#ASDNews #AmitShah #GujaratElections #GujaratElection2022 #raodshow #BJP https://t.co/qHKOc5U12a"
361,4828,220,11597,0,"Is there a picture shooting going on in #Gujarat #GujaratElections

People are shouting that it's kidnapping and missing of the whole family #KanchaJariwala 

Pls take the help of Special Forces"
362,29,2183240,681438,1,"Gujarat polls: CM @Bhupendrapbjp holds roadshow with @AmitShah ahead of nomination filing in Ghatlodiya | WATCH

#GujaratAssemblyElection2022
#GujaratElections 
#Roadshow

https://t.co/IeticO7ePx"
363,1349,235,16110,0,"From the first class, Teacher has taught that ""K"" is the lotus's !""
Congress ""K"" is not taught at all.
So Congress does not sit in the mind. #GujaratElections"
364,333,67,1686,0,"bjp offices v/s BJP SCHOOLS
#GujaratElections
@ArvindKejriwal 
#Gujarat https://t.co/Udt3qmg1nF"
365,303,642,2733,3,"#GujaratElections : ""Bhupendra Patel of #BJP was made the Chief Minister while he was sleeping, this is how BJP runs #Gujarat, "" said Congress Leader @kanhaiyakumar during a Rally organized at Vadgam in north Gujarat,

@NewIndianXpress @TheMornStandard @santwana99 https://t.co/aRV5dMcVN8"
366,303,642,2733,6,"#GujaratElections :  Cricketer Ravindra Jadeja's wife Rivaba Jadeja is a candidate from Jamnagar North. In this seat, Jadeja's sister is campaigning on behalf of Opposition Congress and making every effort to defeat her sister-in-law.

@NewIndianXpress @TheMornStandard https://t.co/9NESPmbfGA"
367,399,4737741,1003508,0,"#Breaking | Union Home Minister Amit Shah's mega roadshow in #Gujarat

@siddhantvm shares details with @toyasingh 

#GujaratElections https://t.co/XxSLOs2QAs"
368,24,2445,15712,0,"#GujaratElections | Our candidate Kanchan Jariwala from Surat East seat has been kidnapped by BJP. - Raghav Chadha 
@NewIndianXpress @santwana99 https://t.co/IynPTKTjT4"
369,1228,80,1191,0,"It can be even AAP's strategy to connect emotionally and get the sympathy need.. Or...
You never know until the truth unfolds .
#Gujarat #GujaratElection2022 #GujaratElections @ArvindKejriwal @AamAadmiParty @BJP4Gujarat @AAPGujarat @BJP4India https://t.co/zP0hgSFY97"
370,5001,741,7090,1,"#ArvindKejriwal tweets on Surat candidate missing claims; @ArvindKejriwal speculates if he has been kidnapped..

#AAP candidate from Surat (East), Kanchan Jariwala, and his family are allegedly missing since yesterday. #GujaratElections2022 #GujaratElections https://t.co/C0tMQCK560"
371,51,117090,213224,0,"#ArvindKejriwal tweets on Surat candidate missing claims; @ArvindKejriwal speculates if he has been kidnapped..

#AAP candidate from Surat (East), Kanchan Jariwala, and his family are allegedly missing since yesterday. #GujaratElections2022 #GujaratElections https://t.co/yEv3HIc0tZ"
372,1055,4883,1225802,24,"#Gujarat પરિવર્તન આવે છે. 
If anyone asks what is the future of #aap? 
Show them this Tsunami !!
#gujrat 
#AamAadmiParty is currently on number 1 position in #GujaratElections2022
#gujaratwithkejriwal
#Gujaratnews #india #Election2022 #Kejriwal #GujaratElections @ArvindKejriwal https://t.co/9CBfkaTSth"
373,1162,775,13575,0,"#GujaratElections    : Patidar leader Reshma Patel quits @NCPspeaks , Joined @AAPGujarat, in presence of AAP leader @raghav_chadha , Earlier Kutiyan MLA Kandhal Jadeja also quit #NCP and filed nomination as an independent candidate. https://t.co/c1Rh461Thp"
374,13119,14565,276110,3,"My favorite leader
#GujaratElections https://t.co/m6JwnFVlVK"
375,281,723,2314,0,With a consistent drop in the margins of victory - from an average of 23.7 per cent in 1962 to 13.6 per cent in 2017 - the assembly polls in #Gujarat have become more competitive than they used to be. #GujaratElection2022 #GujaratElections #DataViz https://t.co/DVIOoOEUzz https://t.co/3SD3X3gp1i
376,868,597,101466,22,#LeftRightCentre | Congress spokesperson @GauravPandhi on BJP allowing Naroda Patiya murders convict to canvass for his daughter for #GujaratElections. https://t.co/mNWgz4Y3xw
377,645,8871,207318,2,"#LeftRightCentre | Shubh Malhotra, political analyst (supports AAP), on BJP allowing Naroda Patiya murders convict to canvass for his daughter for #GujaratElections. https://t.co/x9sec50ujh"
378,1143,679,6,0,"Big shock to @aimim_national 

Modi Modi slogans raised in Owaisi's meeting in Gujarat...
People showed black flags to the @aimim_national  President @asadowaisi

The Power and craze of our Honourable Prime Minister Shri @narendramodi Ji in India

#GujaratElections #Gujarat https://t.co/WjjO94xPpG"
379,856,945,97251,1,"Union minister @AmitShah expressed confidence that the @BJP4India will 'break all records to form the government in Gujarat with a majority'.

#GujaratElections2022 #GujaratElections #AssemblyElections2022 #BhupendraPatel #NarendraModi 

https://t.co/yetERSmFfI https://t.co/RZDQtwgjvv"
380,109,43,346,0,"Broke the news in May that @aimim_national will field candidate against @jigneshmevani80 in Vadgam constituency. 

@Gujarat_AIMIM Chief announced Kalpeshbhai Sundhiya's candidature at 3:00 AM today. 

#GujaratElections2022 #GujaratElections #Gujarat @INCGujarat https://t.co/LuMX4JywSJ"
381,1,36,168,0,"Watch : https://t.co/8Ip5VRc5Ny 

#GujaratElections #GujaratElectionOnBharat24 #Bharat24Gujarati 
@iarjunsinhbjp @BJP4Gujarat https://t.co/gi8WaJDVG0"
382,42,2689,5265,0,"#GujaratElections2022 | Early release of Bilkis case convicts talking point in Gujarat polls, but views divided on Congress gain
#Gujarat #GujaratElection2022 #GujaratElections

Follow Gujarat Election 2022 News Live Updates here:
https://t.co/N7xVBV3ylY"
383,2482,2379,49487,0,"Wow it's now IF yes IF
‘If BJP secures majority…’: #AmitShah  announces Chief Minister candidate ahead of #Gujarat polls #morbi taking its toll #MorbiBridgeTragedy
#GujaratElections https://t.co/alxn6KRj03"
384,45,121,1854,2,"PM @narendramodi to visit to poll-bound state #Gujarat for two days; will address multiple rallies in #Saurashtra &amp; #Valsad 

#GujaratElections #TV9News https://t.co/8A9dWeMuL4"
385,10937,10781,909288,145,"Congress President Mr Mallikarjun @kharge deputes battery of top leaders as observers in poll bound #Gujarat 

Mr @MukulWasnik - South Zone
Mr @MohanPrakashINC - Saurashtra
Mr @prithvrj - Central Zone 
Mr @HariprasadBK2 - North Zone
Mr KH Muniyappa

#GujaratElections https://t.co/3RSu1ek4Iq"
386,0,26,7697,0,"AAP spending money on a large scale!where is this money coming from ? Because they Had a government only in Delhi &amp; Punjab has just been formed then where did all this money come from? Where is the country's ED, CBI, Income Tax? Shouldn't AAP's A/C be audited ? #GujaratElections"
387,1027,1232,1995,0,"The test of our progress is not whether we add more to the abundance of those who have much, it is whether we provide enough for those who have too little. 

#GujaratElection2022 #GujaratElections"
388,1527,4118,701302,5,"BJP needs to be defeated. Shame on BJP 

Interview: AAP Corporator cries while talking, Surat BJP bigwigs go viral with my morphed ugly photos https://t.co/xR1SxSPesX
App : https://t.co/mN0cLHsKds
#AAP #GujaratElections2022 #GameofGujarat2022 #BhaskarInterview @Payalpatelaap https://t.co/C51a5IlU39"
389,418,2427,55259,0,"@angryyoungman55 Undoubtedly. Yes, and workers of @INCIndia have to be present in every booth to check frauds of all sorts until counting of votes is completed. #Important #MustDoAct #AssemblyElections2022"
390,470,31798,21111,0,"“Pandit Din Dayal Kitab Ghar” program for the first #children’s library

#assemblyelections2022  #assemblyelections  #election   #Voter  #vote #vadodara #vadodaranews #news #newsupdate #update #gujarat #vadodaracity #ourvadodara #baroda #city #breakingnews https://t.co/iI6QPzaKdX"
391,1888,296,9296,1,"Congress Gujarat Candidates List 2022
For Assembly Elections: Final - Check Names

#Congress #GujaratElections2022 #AssemblyElections2022 #CandidateList
https://t.co/DLDEsxffox"
392,1016,341,50334,1,"Gujarat Assembly Elections 2022: BJP Declares Three More Candidates for Second Phase of Vidhan Sabha Polls; 181 Names Declared So Far
https://t.co/vkhGKmJBN2
#Gujarat #AssemblyElections2022 #Candidates #SecondPhase #BJP @BJP4India"
393,470,31798,21111,0,"BJP’s damage control exercise for Waghodia seat failed - Madhu Srivastav will fight independently

#assemblyelections2022 #assemblyelections #election #Voter #vote #vadodara #vadodaranews #news #newsupdate #update #gujarat #vadodaracity #ourvadodara #baroda #city #breakingnews https://t.co/pQTiSXw6wb"
394,81,10,649,1,"People who can strengthen #social harmony should be elected

#assemblyelections2022  #assemblyelections  #election   #Voter  #vote #vadodara #vadodaranews #news #newsupdate #update #gujarat #vadodaracity #ourvadodara #baroda #city #breakingnews https://t.co/3pzByPcGtl"
395,81,10,649,1,"Will MLA Yogesh Patel elected or the name of Anandi Patel’s daughter Anar Patel is the confusion. 

#assemblyelections2022  #assemblyelections  #election   #Voter  #vote #vadodara #vadodaranews #news #newsupdate #update #gujarat #vadodaracity #ourvadodara https://t.co/uUBmrnY6WA"
396,281,52011,53184,0,"Gujarat CM Bhupendra Patel files his nomination from Ghatlodya constituency in Ahmedabad for upcoming Assembly elections in presence of Union Home Minister Amit Shah

#rally #amitshah #cmbhupendrapatel #ghatlodia #gujaratelections2022 #assemblyelections2022 #ahmedabadmirror https://t.co/4SMWizSsDl"
397,281,52011,53184,0,"'Taarak Mehta' star creates a sculpture of PM Narendra Modi

#pmmodi #mayurvakani #artist #tarakmehtakaultachashma #tmkoc #gujaratelection #assemblyelections2022 #gujarat2022 #narendramodi #art #sculpure #viral #viralnews #election #campaign #ahmedabadmirror https://t.co/pOzPwO3QLV"
398,10,12,208,16,"Volunteers facilitating senior citizens and PwD Voters at the Polling stations to ensure accessible and inclusive elections. 

#AssemblyElections2022    #ElectionCommissionOfIndia #ECI #HimachalPradeshElections https://t.co/LLSwvyYDWk"
399,281,52011,53184,0,"Gujarat: Amit Shah, CM hold roadshow in Ghatlodiya

#gujaratpolls #rally #amitshah #bhupendrapatel #cmbhupendrapatel #ghatlodia #localnews #citynews #gujaratelections2022 #pmnarendramodi #assemblyelections2022 #electioncommissionofindia #publicity #ahmedabadmirror https://t.co/mUFAj1U6BB"
400,11,177,8637,0,"Union Home Minister #AmitShah and Gujarat CM #BhupendraPatel hold a roadshow in Ghatlodya Ahmedabad,ahead of nomination filing by Patel for upcoming Assembly elections

@AmitShah @Bhupendrapbjp

#AssemblyElections2022 #assemblypolls2022 #GujaratElection2022  #GRAMMYs #Gujarat https://t.co/PlOe25bHe0"
401,3,12,218,9,"Enthusiastic voters are casting their franchise in Himachal Pradesh today. They’re making their choice, are you? Come out and vote. 

#GoVote 
#AssemblyElections2022    
#विधानसभाचुनाव2022    
#ECI #HimachalPradeshElections https://t.co/Zm6y1OY7oO"
402,3,12,218,14,"Elderly Voters being facilitated at the Polling stations. Take inspiration from our elderly voters and go cast your vote today

#GoVote #AssemblyElections2022  #ElectionCommissionOfIndia #ECI #HimachalPradeshElections https://t.co/1bHcqRkHfO"
403,3,12,218,52,"""Voting is underway in Himachal Pradesh today. Festival of democracy is worth watching"" - CEC Shri Rajiv Kumar 

#HimachalPradesh #HimachalPradeshElections #GoVote
#AssemblyElections2022

@rajivkumarec @SpokespersonECI @DDNewslive @airnewsalerts @PIBShimla @PIB_India https://t.co/ybSpfORef7"
404,213,95,3856,122,"Lok Poll #OpinionPoll For #HimachalPradeshElections2022

Total 68 Seats
  ▪️INC       30 - 35
  ▪️BJP        28 - 33
  ▪️OTH      01 - 05

#AssemblyElections2022 #HimachalPradeshElections  #AssemblyPolls2022    #HimachalPradesh #Elections2022 #HimachalPoll #Election2022"
405,18,3,3184,2,"Bharat Jodo Yatra’s Impact To Be Felt In 2024 Lok Sabha Polls, Not In Assembly Polls: Jairam Ramesh

Full Story: https://t.co/IbCcHVmCHP

#HWNews #BharatJodoYatra #LokSabhaElection #AssemblyElections2022 #JairamRamesh #GujaratElection2022 #Congress https://t.co/i7DtnJF7jv"
406,470,31798,21111,0,"Children's #Rangoli - Message to voters for a better #India

#assemblyelections2022  #assemblyelections  #election   #Voter  #vote #vadodara #vadodaranews #news #newsupdate #update #gujarat #vadodaracity #ourvadodara #baroda #city #breakingnews

https://t.co/JdcoKFu9kH"
407,1468,1376,20583,3,"#Gujarat: Scrutiny of nomination papers for 89 seats in the first phase of assembly elections is underway. Names can be withdrawn till 17th November. Voting to be held on 1st  December.

#AssemblyElections2022"
